cords,emotion,x,y,dist
"(0.26, 1.0)",anger,0.26,1.0,0.7616910337957506
"(0.81, 0.9)",anger,0.81,0.9,0.870134914496814
"(0.72, 0.36)",anger,0.72,0.36,0.49053967731548825
"(0.65, 0.67)",anger,0.65,0.67,0.5919871243873163
"(0.5, 0.64)",anger,0.5,0.64,0.47579724796874306
"(0.59, 0.24)",anger,0.59,0.24,0.34524818303347554
"(0.51, 0.16)",anger,0.51,0.16,0.2766062060088341
"(0.94, 0.51)",anger,0.94,0.51,0.7463902503315635
"(0.58, 0.96)",anger,0.58,0.96,0.7956172430248137
"(0.28, 0.75)",anger,0.28,0.75,0.5127511973710045
"(0.79, 0.69)",anger,0.79,0.69,0.707939845869996
"(0.32, 0.64)",anger,0.32,0.64,0.40852773380337065
"(0.85, 0.45)",anger,0.85,0.45,0.6411472018665783
"(0.6, 0.23)",anger,0.6,0.23,0.3553455132150146
"(0.92, 0.78)",anger,0.92,0.78,0.8655745980624623
"(0.86, 0.72)",anger,0.86,0.72,0.7812844544703338
"(0.76, 0.8)",joy,0.76,0.8,0.7621040621819372
"(0.38, 0.41)",anger,0.38,0.41,0.21844126809784817
"(0.33, 0.8)",anger,0.33,0.8,0.567971928957515
"(0.4, 0.48)",joy,0.4,0.48,0.2871267358386725
"(0.74, 0.14)",anger,0.74,0.14,0.50493766165107
"(0.32, 0.73)",anger,0.32,0.73,0.49726434857472007
"(0.09, 0.38)",anger,0.09,0.38,0.20971962682097797
"(0.87, 0.85)",joy,0.87,0.85,0.8745915011603429
"(0.5, 0.87)",joy,0.5,0.87,0.6811686380642622
"(0.63, 0.41)",joy,0.63,0.41,0.42170957450664265
"(0.18, 0.49)",joy,0.18,0.49,0.2597399456311018
"(0.63, 0.46)",joy,0.63,0.46,0.4444016329677691
"(0.21, 0.59)",joy,0.21,0.59,0.35325234178816894
"(0.79, 0.46)",joy,0.79,0.46,0.5885330348100618
"(0.32, 0.55)",joy,0.32,0.55,0.3204964683262432
"(0.74, 0.25)",joy,0.74,0.25,0.49537915145079736
"(0.67, 0.22)",joy,0.67,0.22,0.42564531040003095
"(0.05, 0.44)",joy,0.05,0.44,0.2802630136835134
"(0.75, 0.92)",joy,0.75,0.92,0.8483907927709645
"(0.04, 0.55)",joy,0.04,0.55,0.37280145288414807
"(0.18, 0.59)",joy,0.18,0.59,0.3574528383775124
"(0.38, 0.98)",joy,0.38,0.98,0.7537708098368111
"(0.49, 0.93)",joy,0.49,0.93,0.73373730569056
"(0.12, 0.39)",joy,0.12,0.39,0.1962849368122394
"(0.49, 0.24)",joy,0.49,0.24,0.24524958071108954
"(0.59, 0.75)",joy,0.59,0.75,0.6171430455389958
"(0.68, 0.83)",joy,0.68,0.83,0.7344084343520006
"(0.22, 0.76)",joy,0.22,0.76,0.5221256448469059
"(0.21, 0.5)",joy,0.21,0.5,0.2638376279113771
"(0.58, 0.95)",joy,0.58,0.95,0.7865596151390156
"(0.54, 0.55)",joy,0.54,0.55,0.429215189057059
"(0.4, 0.03)",joy,0.4,0.03,0.2599175774139861
"(0.27, 0.93)",joy,0.27,0.93,0.691999090645609
"(0.41, 0.78)",joy,0.41,0.78,0.566188779879417
"(0.24, 0.65)",joy,0.24,0.65,0.41156593357337784
"(0.39, 0.95)",joy,0.39,0.95,0.7262114163070073
"(0.03, 0.1)",joy,0.03,0.1,0.2555218440427769
"(0.6, 0.09)",joy,0.6,0.09,0.3850190443747853
"(0.2, 0.76)",joy,0.2,0.76,0.5234552500424532
"(0.67, 0.2)",joy,0.67,0.2,0.42698055202081536
"(0.58, 0.9)",joy,0.58,0.9,0.7416348036694275
"(0.58, 0.15)",joy,0.58,0.15,0.3467196125201141
"(0.82, 0.69)",joy,0.82,0.69,0.7312957751041086
"(0.19, 0.7)",joy,0.19,0.7,0.4647750943278874
"(0.93, 0.34)",joy,0.93,0.34,0.6927268103387093
"(0.85, 0.69)",joy,0.85,0.69,0.755121312108064
"(0.89, 0.8)",joy,0.89,0.8,0.8553749107600984
"(0.93, 0.39)",joy,0.93,0.39,0.7018007408915213
"(0.72, 0.4)",joy,0.72,0.4,0.5019484554651605
"(0.68, 0.77)",joy,0.68,0.77,0.687001552445656
"(0.15, 0.34)",joy,0.15,0.34,0.13888346042716523
"(0.51, 0.43)",joy,0.51,0.43,0.3271723741903812
"(0.73, 0.15)",joy,0.73,0.15,0.49324224908205566
"(0.69, 0.69)",joy,0.69,0.69,0.6341371100333764
"(0.74, 0.53)",joy,0.74,0.53,0.5746842978137218
"(0.33, 0.91)",joy,0.33,0.91,0.6769273030556398
"(0.87, 0.53)",joy,0.87,0.53,0.6898736685200318
"(0.07, 0.65)",joy,0.07,0.65,0.4471054695426005
"(0.65, 0.16)",joy,0.65,0.16,0.41277054724281514
"(0.86, 0.69)",joy,0.86,0.69,0.763159938089454
"(0.24, 1.0)",joy,0.24,1.0,0.7615533078879305
"(0.78, 0.37)",joy,0.78,0.37,0.5511708581564553
"(0.6, 0.38)",joy,0.6,0.38,0.382402892540813
"(0.95, 0.73)",joy,0.95,0.73,0.8596395895791632
"(0.74, 0.97)",joy,0.74,0.97,0.8834115056458663
"(0.77, 0.65)",joy,0.77,0.65,0.6672675312328381
"(0.57, 0.09)",joy,0.57,0.09,0.3575261937489162
"(0.33, 0.76)",joy,0.33,0.76,0.5284591139914644
"(0.81, 0.41)",joy,0.81,0.41,0.5907004969683752
"(0.45, 0.45)",joy,0.45,0.45,0.29474383838434803
"(0.96, 0.56)",joy,0.96,0.56,0.7841951556555616
"(0.71, 0.48)",joy,0.71,0.48,0.5242075072765736
"(0.13, 0.27)",joy,0.13,0.27,0.11901025483146041
"(0.46, 0.33)",joy,0.46,0.33,0.233900822147343
"(0.51, 0.05)",joy,0.51,0.05,0.3253805950946369
"(0.91, 0.78)",joy,0.91,0.78,0.8577962984917212
"(0.84, 0.65)",joy,0.84,0.65,0.7236575322428644
"(0.79, 0.87)",joy,0.79,0.87,0.8343456547044994
"(0.38, 0.48)",joy,0.38,0.48,0.27682480420580197
"(0.81, 0.55)",joy,0.81,0.55,0.645412927008326
"(0.4, 0.85)",joy,0.4,0.85,0.6309359903919195
"(0.97, 0.22)",joy,0.97,0.22,0.7254796919365777
"(0.4, 0.7)",joy,0.4,0.7,0.4869483396730025
"(0.2, 0.75)",joy,0.2,0.75,0.5134925798550919
"(0.81, 0.13)",joy,0.81,0.13,0.5755567206254716
"(0.79, 0.3)",joy,0.79,0.3,0.5487065020303967
"(0.4, 0.67)",joy,0.4,0.67,0.45861353863354953
"(0.7, 0.24)",joy,0.7,0.24,0.4552473547883198
"(0.41, 0.9)",joy,0.41,0.9,0.6818643305163965
"(0.39, 0.82)",joy,0.39,0.82,0.5994022198612794
"(0.97, 0.64)",joy,0.97,0.64,0.8289831669610062
"(0.4, 0.79)",joy,0.4,0.79,0.5729708619006877
"(0.55, 0.14)",joy,0.55,0.14,0.3207320301445485
"(0.66, 0.42)",joy,0.66,0.42,0.4531935787012302
"(0.79, 0.23)",joy,0.79,0.23,0.545310407708352
"(0.1, 0.38)",joy,0.1,0.38,0.20245299943153564
"(0.34, 0.6)",joy,0.34,0.6,0.3738738056794444
"(0.52, 0.38)",joy,0.52,0.38,0.30950413791162756
"(0.94, 0.83)",joy,0.94,0.83,0.9128433716550881
"(0.77, 0.24)",joy,0.77,0.24,0.5252470083456241
"(0.76, 0.22)",joy,0.76,0.22,0.5155753933321436
"(0.71, 0.13)",joy,0.71,0.13,0.47772019803248417
"(0.87, 0.81)",joy,0.87,0.81,0.8471051982952444
"(0.58, 0.3)",joy,0.58,0.3,0.34084604760454024
"(0.65, 0.51)",joy,0.65,0.51,0.48780779795740875
"(0.67, 0.96)",joy,0.67,0.96,0.8375266284378435
"(0.21, 0.88)",joy,0.21,0.88,0.6424792017420743
"(0.1, 0.29)",joy,0.1,0.29,0.15365641510168812
"(0.29, 0.44)",joy,0.29,0.44,0.2065546885365901
"(0.51, 0.5)",joy,0.51,0.5,0.37250120409034304
"(0.27, 0.25)",joy,0.27,0.25,0.027756688600086173
"(0.19, 0.55)",joy,0.19,0.55,0.31631368899552587
"(0.83, 0.6)",joy,0.83,0.6,0.6879109555117515
"(0.6, 0.6)",joy,0.6,0.6,0.5068618108523304
"(0.31, 0.48)",joy,0.31,0.48,0.2501953366658037
"(0.46, 0.41)",joy,0.46,0.41,0.2752376217877142
"(0.73, 0.24)",joy,0.73,0.24,0.4852471940737501
"(0.94, 0.68)",joy,0.94,0.68,0.8236027456930258
"(0.54, 0.56)",joy,0.54,0.56,0.4365277170444692
"(0.2, 0.87)",joy,0.2,0.87,0.6331223107231877
"(0.48, 0.23)",joy,0.48,0.23,0.23539688295153968
"(0.73, 0.62)",joy,0.73,0.62,0.6172795720949127
"(0.69, 0.93)",joy,0.69,0.93,0.8224769515676073
"(0.99, 0.57)",joy,0.99,0.57,0.8156638380479454
"(0.26, 0.81)",joy,0.26,0.81,0.5717417385325511
"(0.06, 0.39)",joy,0.06,0.39,0.23895272710311172
"(0.37, 0.61)",joy,0.37,0.61,0.39208044725373065
"(0.42, 0.54)",joy,0.42,0.54,0.348763771094098
"(0.15, 0.53)",joy,0.15,0.53,0.30655053574384655
"(0.04, 0.4)",joy,0.04,0.4,0.2608052622379257
"(0.97, 0.82)",joy,0.97,0.82,0.9296057967001633
"(0.43, 0.12)",joy,0.43,0.12,0.21988350424796269
"(0.59, 0.15)",joy,0.59,0.15,0.3563977901320281
"(0.16, 0.52)",joy,0.16,0.52,0.29401931371759443
"(0.3, 0.02)",joy,0.3,0.02,0.2253384715689604
"(0.43, 0.81)",joy,0.43,0.81,0.6008093144779305
"(0.9, 0.93)",joy,0.9,0.93,0.952665278606679
"(0.71, 0.44)",joy,0.71,0.44,0.507021137391768
"(0.75, 0.37)",joy,0.75,0.37,0.5220868027121907
"(0.95, 0.24)",joy,0.95,0.24,0.7052464332870744
"(0.93, 0.43)",joy,0.93,0.43,0.7115106161112181
"(0.49, 0.8)",joy,0.49,0.8,0.6127564228647808
"(0.62, 0.62)",joy,0.62,0.62,0.5351450494696108
"(0.79, 0.17)",joy,0.79,0.17,0.549526000631848
"(0.04, 0.14)",joy,0.04,0.14,0.22719899826142106
"(0.92, 0.92)",joy,0.92,0.92,0.9594009349806589
"(0.06, 0.35)",joy,0.06,0.35,0.21581318047546877
"(0.3, 0.99)",joy,0.3,0.99,0.7535662161705834
"(0.08, 0.29)",joy,0.08,0.29,0.17262822391518742
"(0.94, 0.39)",joy,0.94,0.39,0.7115681098958716
"(0.9, 0.84)",joy,0.9,0.84,0.8894909836450385
"(0.47, 0.81)",joy,0.47,0.81,0.6143219129927088
"(0.62, 0.16)",joy,0.62,0.16,0.38335993446948485
"(0.34, 0.7)",joy,0.34,0.7,0.471263530183403
"(0.89, 0.21)",joy,0.89,0.21,0.6458721648611757
"(0.76, 0.57)",joy,0.76,0.57,0.6126947929324336
"(0.38, 0.29)",joy,0.38,0.29,0.14473201732500388
"(0.51, 1.0)",joy,0.51,1.0,0.8064090826542177
"(0.09, 0.46)",joy,0.09,0.46,0.27023781326839535
"(0.4, 0.14)",joy,0.4,0.14,0.1838358196522565
"(0.62, 0.06)",joy,0.62,0.06,0.41552033289449913
"(0.44, 0.67)",joy,0.44,0.67,0.47365172673343714
"(0.23, 0.78)",joy,0.23,0.78,0.5417394415890641
"(0.96, 0.63)",joy,0.96,0.63,0.8154001635816828
"(0.34, 0.54)",joy,0.34,0.54,0.31622303393114104
"(0.84, 0.87)",joy,0.84,0.87,0.8678462692486241
"(0.86, 0.21)",joy,0.86,0.21,0.6159027261084142
"(0.21, 0.06)",joy,0.21,0.06,0.181814322175279
"(0.33, 0.49)",joy,0.33,0.49,0.2655904100864229
"(0.26, 0.34)",joy,0.26,0.34,0.10267649065910914
"(0.17, 0.33)",joy,0.17,0.33,0.11818475603581433
"(0.61, 0.36)",joy,0.61,0.36,0.38493548662982113
"(0.18, 0.17)",joy,0.18,0.17,0.09423494029197645
"(0.98, 0.62)",joy,0.98,0.62,0.8283456088783571
"(0.43, 0.73)",joy,0.43,0.73,0.5252862824377644
"(0.63, 0.97)",joy,0.63,0.97,0.8267781093822274
"(0.41, 0.14)",joy,0.41,0.14,0.19235514989755814
"(0.26, 0.48)",joy,0.26,0.48,0.24201907148991242
"(0.09, 0.36)",joy,0.09,0.36,0.1967759726500972
"(0.38, 0.84)",joy,0.38,0.84,0.6165546727835844
"(0.46, 0.84)",joy,0.46,0.84,0.6388887425604193
"(0.59, 0.35)",joy,0.59,0.35,0.36281506229259247
"(0.96, 0.6)",joy,0.96,0.6,0.8014269268478115
"(0.44, 0.49)",joy,0.44,0.49,0.31842128082733484
"(0.82, 0.23)",joy,0.82,0.23,0.5753069842003783
"(0.79, 0.77)",joy,0.79,0.77,0.7614623951427855
"(0.92, 0.4)",joy,0.92,0.4,0.6942983177581251
"(0.18, 0.4)",joy,0.18,0.4,0.17403423881387445
"(0.21, 0.47)",joy,0.21,0.47,0.2341324117024266
"(0.63, 0.6)",joy,0.63,0.6,0.5283214746867564
"(0.87, 0.57)",joy,0.87,0.57,0.7077066874351009
"(0.47, 0.16)",joy,0.47,0.16,0.23851920841521582
"(0.14, 0.05)",joy,0.14,0.05,0.21561867447654243
"(0.71, 0.75)",joy,0.71,0.75,0.6914653136028504
"(0.7, 0.29)",joy,0.7,0.29,0.45815281314819895
"(0.37, 0.16)",joy,0.37,0.16,0.14779195422643995
"(0.84, 0.88)",joy,0.84,0.88,0.8751502249782745
"(0.58, 0.77)",joy,0.58,0.77,0.6284283427836386
"(0.03, 0.31)",joy,0.03,0.31,0.22635716606543524
"(0.94, 0.9)",joy,0.94,0.9,0.959686618532328
"(0.29, 0.79)",joy,0.29,0.79,0.5533911477728667
"(0.17, 0.51)",joy,0.17,0.51,0.2816406978990982
"(0.12, 0.99)",joy,0.12,0.99,0.7618227682772015
"(0.06, 0.2)",joy,0.06,0.2,0.18871616360396584
"(0.27, 0.67)",joy,0.27,0.67,0.43227623281224914
"(0.52, 0.28)",joy,0.52,0.28,0.2783614899312178
"(0.08, 0.58)",joy,0.08,0.58,0.3792002259814988
"(0.95, 0.55)",joy,0.95,0.55,0.7709905173333756
"(0.88, 0.75)",joy,0.88,0.75,0.8156025359812861
"(0.64, 0.21)",joy,0.64,0.21,0.39626818661114355
"(0.15, 0.52)",joy,0.15,0.52,0.29705632754423883
"(0.99, 0.44)",joy,0.99,0.44,0.7720152179193782
"(0.81, 0.46)",joy,0.81,0.46,0.6071086585385944
"(0.82, 0.45)",joy,0.82,0.45,0.6129070477214775
"(0.58, 0.22)",joy,0.58,0.22,0.3357526981596464
"(0.54, 0.81)",joy,0.54,0.81,0.6432928404057415
"(0.36, 0.29)",joy,0.36,0.29,0.12624407562010587
"(0.97, 0.63)",joy,0.97,0.63,0.8241858539637344
"(0.33, 0.56)",joy,0.33,0.56,0.33264643474003885
"(0.09, 0.02)",joy,0.09,0.02,0.26772117877791807
"(0.34, 0.17)",joy,0.34,0.17,0.11729682711034448
"(0.8, 0.61)",joy,0.8,0.61,0.66808499955408
"(0.47, 0.88)",joy,0.47,0.88,0.6799314652216102
"(0.93, 0.38)",joy,0.93,0.38,0.6997095902480679
"(0.42, 0.19)",joy,0.42,0.19,0.18182201448354193
"(0.7, 0.26)",joy,0.7,0.26,0.4557539824327384
"(0.33, 0.83)",joy,0.33,0.83,0.5976490774493239
"(0.26, 0.67)",joy,0.26,0.67,0.43180764971159874
"(0.48, 0.21)",joy,0.48,0.21,0.23696023725883297
"(0.4, 0.35)",joy,0.4,0.35,0.19115899778292106
"(0.9, 0.24)",joy,0.9,0.24,0.65524656133372
"(0.75, 0.51)",joy,0.75,0.51,0.5735899221543272
"(0.53, 0.92)",joy,0.53,0.92,0.7388228779287045
"(0.52, 0.17)",joy,0.52,0.17,0.2836311998674792
"(0.7, 0.18)",joy,0.7,0.18,0.4589831572695745
"(0.03, 0.33)",joy,0.03,0.33,0.23345043390560122
"(0.1, 0.32)",joy,0.1,0.32,0.1661403069523166
"(0.75, 0.99)",joy,0.75,0.99,0.9055839673238093
"(0.05, 0.2)",joy,0.05,0.2,0.1985167380864991
"(0.79, 0.24)",joy,0.79,0.24,0.5452469257004742
"(0.37, 0.34)",joy,0.37,0.34,0.1612337058059396
"(0.33, 0.52)",joy,0.33,0.52,0.29416079552207836
"(0.81, 0.42)",joy,0.81,0.42,0.5936816035127371
"(0.86, 0.83)",joy,0.86,0.83,0.8534892268420666
"(0.46, 0.11)",joy,0.46,0.11,0.2506644600342855
"(0.43, 0.25)",joy,0.43,0.25,0.1856037592301509
"(0.18, 0.01)",joy,0.18,0.01,0.23746139955690623
"(0.62, 0.93)",joy,0.62,0.93,0.7867871822327042
"(0.09, 0.28)",joy,0.09,0.28,0.16023304767193927
"(0.8, 0.39)",joy,0.8,0.39,0.5755524681141172
"(0.97, 0.78)",joy,0.97,0.78,0.9051209092355941
"(0.33, 0.78)",joy,0.33,0.78,0.5482066887791337
"(0.43, 0.56)",joy,0.43,0.56,0.3710830117294646
"(0.44, 0.87)",joy,0.44,0.87,0.6610305158258212
"(0.18, 0.03)",joy,0.18,0.03,0.2182875505865214
"(0.86, 0.98)",joy,0.86,0.98,0.9635379591884313
"(0.26, 0.39)",joy,0.26,0.39,0.15230334168335335
"(0.59, 0.82)",joy,0.59,0.82,0.6762994331452093
"(0.66, 0.58)",joy,0.66,0.58,0.5376585603041542
"(0.31, 0.55)",joy,0.31,0.55,0.318297174201562
"(0.56, 0.93)",joy,0.56,0.93,0.760003091767598
"(0.94, 0.34)",joy,0.94,0.34,0.7026203305249124
"(0.49, 0.91)",joy,0.49,0.91,0.7149188032920267
"(0.46, 0.69)",joy,0.46,0.69,0.5002172397158011
"(0.22, 0.57)",joy,0.22,0.57,0.3324613866634469
"(0.47, 0.36)",joy,0.47,0.36,0.25594295731355016
"(0.92, 0.35)",joy,0.92,0.35,0.6843948479408041
"(0.07, 0.5)",joy,0.07,0.5,0.31455009526841793
"(0.89, 0.38)",joy,0.89,0.38,0.6605860506138005
"(0.37, 0.2)",joy,0.37,0.2,0.1310173219736499
"(0.02, 0.13)",joy,0.02,0.13,0.24955725870115214
"(0.12, 0.28)",joy,0.12,0.28,0.13148883937780909
"(0.33, 0.64)",joy,0.33,0.64,0.41048727677165925
"(0.64, 0.71)",joy,0.64,0.71,0.6152779349680481
"(0.34, 0.05)",joy,0.34,0.05,0.21116182155144259
"(0.35, 0.57)",joy,0.35,0.57,0.34784221995873116
"(0.79, 0.82)",joy,0.79,0.82,0.797169257667676
"(0.52, 0.67)",joy,0.52,0.67,0.5118448193317262
"(0.52, 0.24)",joy,0.52,0.24,0.2752490547734007
"(0.63, 0.5)",joy,0.63,0.5,0.46563493029142117
"(0.18, 0.39)",joy,0.18,0.39,0.16479425672260378
"(0.57, 0.61)",joy,0.57,0.61,0.4937863700190473
"(0.88, 0.91)",joy,0.88,0.91,0.9243915860669724
"(0.5, 0.79)",joy,0.5,0.79,0.6077372455561433
"(0.56, 1.0)",joy,0.56,1.0,0.8242087624574811
"(0.51, 0.06)",joy,0.51,0.06,0.3196925099136814
"(0.95, 0.58)",joy,0.95,0.58,0.7835934440194696
"(0.6, 1.0)",joy,0.6,1.0,0.8403211674897122
"(1.0, 0.6)",joy,1.0,0.6,0.8373199504946169
"(0.21, 0.52)",joy,0.21,0.52,0.2836755759021928
"(0.2, 0.29)",joy,0.2,0.29,0.06825866209393017
"(0.49, 0.21)",joy,0.49,0.21,0.24689076359122375
"(0.74, 0.75)",joy,0.74,0.75,0.7119964643385341
"(0.21, 0.09)",joy,0.21,0.09,0.1524754256933354
"(0.69, 0.84)",joy,0.69,0.84,0.7483925525972456
"(0.59, 0.79)",joy,0.59,0.79,0.6506831914074805
"(0.98, 0.53)",joy,0.98,0.53,0.7909358537018871
"(0.57, 0.63)",joy,0.57,0.63,0.5090054200871794
"(0.58, 0.62)",joy,0.58,0.62,0.5078982610250323
"(0.76, 0.82)",joy,0.76,0.82,0.7769582614630907
"(0.58, 0.34)",joy,0.58,0.34,0.35028432036092255
"(0.41, 0.74)",joy,0.41,0.74,0.5280593314564812
"(0.61, 0.79)",joy,0.61,0.79,0.6615122113687805
"(0.69, 0.64)",joy,0.69,0.64,0.5995631978095691
"(0.74, 0.24)",joy,0.74,0.24,0.4952471448290669
"(0.88, 0.9)",joy,0.88,0.9,0.917152678217015
"(0.34, 0.9)",joy,0.34,0.9,0.6683597081634319
"(0.85, 0.14)",joy,0.85,0.14,0.6132013440196431
"(0.77, 0.31)",joy,0.77,0.31,0.5300941467243463
"(0.89, 0.37)",joy,0.89,0.37,0.65851587758745
"(0.47, 0.42)",joy,0.47,0.42,0.2892946815671196
"(0.63, 0.03)",joy,0.63,0.03,0.4380293762538568
"(0.31, 0.01)",joy,0.31,0.01,0.23759535484339975
"(0.23, 0.82)",joy,0.23,0.82,0.5817256221762179
"(0.23, 0.25)",joy,0.23,0.25,0.0187310795861246
"(0.87, 0.84)",joy,0.87,0.84,0.8676286790275739
"(0.16, 0.49)",joy,0.16,0.49,0.265433700096008
"(0.75, 0.98)",joy,0.75,0.98,0.8973023752577283
"(0.86, 0.55)",joy,0.86,0.55,0.6896247688953249
"(0.17, 0.43)",joy,0.17,0.43,0.20560965168721348
"(0.55, 0.89)",joy,0.55,0.89,0.719497552093359
"(0.2, 0.74)",joy,0.2,0.74,0.5035313896228006
"(0.61, 0.92)",joy,0.61,0.92,0.7732389060245314
"(0.82, 0.1)",joy,0.82,0.1,0.591674003205933
"(0.48, 0.79)",joy,0.48,0.79,0.5996121825199833
"(0.67, 0.47)",joy,0.67,0.47,0.48419330957249856
"(0.9, 0.26)",joy,0.9,0.26,0.6555986535992908
"(0.85, 0.86)",joy,0.85,0.86,0.8675432398001158
"(0.35, 0.85)",joy,0.35,0.85,0.6205286040525101
"(0.56, 0.06)",joy,0.56,0.06,0.3622537459011084
"(0.96, 0.48)",joy,0.96,0.48,0.7549277371427656
"(0.64, 0.25)",joy,0.64,0.25,0.3954131417178253
"(0.41, 0.71)",joy,0.41,0.71,0.49965423028926526
"(0.55, 0.94)",joy,0.55,0.94,0.7650689992557416
"(0.25, 0.58)",joy,0.25,0.58,0.34157872909131287
"(0.66, 0.81)",joy,0.66,0.81,0.7064590715505239
"(0.83, 0.26)",joy,0.83,0.26,0.5856409555921932
"(0.1, 0.87)",joy,0.1,0.87,0.6479158195989025
"(0.3, 0.66)",joy,0.3,0.66,0.4251431024234851
"(0.82, 0.81)",disgust,0.82,0.81,0.8109024241265713
"(0.52, 0.33)",joy,0.52,0.33,0.29006717365219664
"(0.5, 0.54)",joy,0.5,0.54,0.39506370228981713
"(0.82, 0.87)",joy,0.82,0.87,0.8542525135104755
"(0.36, 0.95)",joy,0.36,0.95,0.7208108877229479
"(0.23, 0.57)",joy,0.23,0.57,0.33186664298642166
"(0.89, 0.29)",joy,0.89,0.29,0.6472997815453173
"(0.71, 0.42)",joy,0.71,0.42,0.4994085454820568
"(0.6, 0.58)",joy,0.6,0.58,0.4927954513172429
"(0.35, 0.65)",joy,0.35,0.65,0.42478272543969137
"(0.48, 0.85)",joy,0.48,0.85,0.6552246826936491
"(0.44, 0.59)",joy,0.44,0.59,0.4021191420355573
"(0.74, 0.57)",joy,0.74,0.57,0.5959740926220932
"(0.65, 0.72)",joy,0.65,0.72,0.6293668259403334
"(0.72, 0.5)",joy,0.72,0.5,0.5424573202119707
"(0.75, 0.42)",joy,0.75,0.42,0.5368691420822062
"(0.39, 0.98)",joy,0.39,0.98,0.7556290947726518
"(0.43, 0.18)",joy,0.43,0.18,0.1942507936276689
"(0.91, 0.19)",joy,0.91,0.19,0.6670075749875061
"(0.73, 0.88)",joy,0.73,0.88,0.8043842801333692
"(0.74, 0.56)",joy,0.74,0.56,0.5904696011192772
"(0.51, 0.27)",joy,0.51,0.27,0.26711318713433657
"(0.06, 0.19)",joy,0.06,0.19,0.1910052909597783
"(0.07, 0.51)",joy,0.07,0.51,0.3229125758841548
"(0.46, 0.14)",joy,0.46,0.14,0.23669596366771364
"(0.96, 0.55)",joy,0.96,0.55,0.7801482377874612
"(0.24, 0.99)",joy,0.24,0.99,0.7515535054301057
"(0.91, 0.29)",joy,0.91,0.29,0.6672381864060283
"(0.32, 0.89)",joy,0.32,0.89,0.655868996108025
"(0.36, 0.43)",joy,0.36,0.43,0.223535983367207
"(0.49, 0.73)",joy,0.49,0.73,0.5493223544938413
"(0.18, 0.81)",joy,0.18,0.81,0.5751951449213242
"(0.51, 0.07)",joy,0.51,0.07,0.31421977997204203
"(0.3, 0.44)",joy,0.3,0.44,0.20897304721265575
"(0.29, 0.84)",joy,0.29,0.84,0.6032376054153262
"(0.05, 0.47)",joy,0.05,0.47,0.30255522558910286
"(0.68, 0.27)",joy,0.68,0.27,0.4363859204010596
"(0.32, 0.56)",joy,0.32,0.56,0.3302253101147213
"(0.65, 0.85)",joy,0.65,0.85,0.733622928754418
"(0.55, 0.85)",joy,0.55,0.85,0.6834863938259919
"(0.88, 0.85)",joy,0.88,0.85,0.8817682172809345
"(0.81, 0.8)",joy,0.81,0.8,0.7967603636719672
"(0.73, 0.65)",joy,0.73,0.65,0.6362596779758922
"(0.11, 0.79)",joy,0.11,0.79,0.5677619664483162
"(0.59, 0.51)",joy,0.59,0.51,0.439234649269255
"(0.97, 0.3)",joy,0.97,0.3,0.7278509031790409
"(0.23, 0.45)",joy,0.23,0.45,0.21205244152767105
"(0.37, 0.72)",joy,0.37,0.72,0.49755958302212105
"(0.5, 0.9)",joy,0.5,0.9,0.7090719435816294
"(0.36, 0.74)",joy,0.36,0.74,0.5146087659706063
"(0.23, 0.21)",joy,0.23,0.21,0.032058952250265636
"(0.72, 0.45)",joy,0.72,0.45,0.5201981335007907
"(0.37, 0.76)",joy,0.37,0.76,0.5363661208355949
"(0.52, 0.08)",joy,0.52,0.08,0.31759995979430294
"(0.89, 0.53)",joy,0.89,0.53,0.7080504704659669
"(0.03, 0.39)",joy,0.03,0.39,0.26283782162262886
"(0.66, 0.38)",joy,0.66,0.38,0.43870416325007816
"(0.82, 0.36)",joy,0.82,0.36,0.5879439820848024
"(0.24, 0.82)",joy,0.24,0.82,0.5815579030511089
"(0.26, 0.44)",joy,0.26,0.44,0.20211421039046815
"(0.74, 0.4)",joy,0.74,0.4,0.5209242192043393
"(0.44, 0.47)",joy,0.44,0.47,0.30287055588515366
"(0.73, 0.13)",joy,0.73,0.13,0.49721864186491055
"(0.17, 0.91)",joy,0.17,0.91,0.6756865041895245
"(0.49, 0.22)",joy,0.49,0.22,0.245938647588025
"(0.79, 0.85)",joy,0.79,0.85,0.8193113773546303
"(0.59, 0.33)",joy,0.59,0.33,0.357173950568682
"(0.17, 0.7)",joy,0.17,0.7,0.4675533104339081
"(0.95, 0.34)",joy,0.95,0.34,0.7125168236412612
"(0.9, 0.6)",joy,0.9,0.6,0.748368724925993
"(0.64, 0.31)",joy,0.64,0.31,0.4016667375172811
"(0.66, 0.65)",joy,0.66,0.65,0.5846298932518935
"(0.92, 0.5)",joy,0.92,0.5,0.7241255736054726
"(0.79, 0.5)",joy,0.79,0.5,0.6047265580291793
"(0.7, 0.48)",joy,0.7,0.48,0.515352903921404
"(0.79, 0.51)",joy,0.79,0.51,0.6091181980671629
"(0.52, 0.14)",joy,0.52,0.14,0.2923257598056631
"(0.63, 0.47)",joy,0.63,0.47,0.4494703334094353
"(0.66, 0.8)",joy,0.66,0.8,0.698393621495256
"(0.2, 0.84)",joy,0.2,0.84,0.6032010880652993
"(0.49, 0.81)",joy,0.49,0.81,0.6219334393589168
"(0.52, 0.54)",joy,0.52,0.54,0.4082708893329617
"(0.7, 0.31)",joy,0.7,0.31,0.4608313559830179
